#PARAMETERS time mask vza vaa sza saa 465.6 553.6 645.5 856.5 1241.6 1629.1 2114.1 sd-465.6 sd-553.6 sd-645.5 sd-856.5 sd-1241.6 sd-1629.1 sd-2114.1
  61.000000    1.000000   56.750000   59.530000   61.760000    0.000000    0.093521    0.139316    0.135555    0.225366    0.306393    0.287591    0.178149    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  63.000000    1.000000   44.810000 -242.980000   57.740000    0.000000    0.053957    0.067556    0.076722    0.131362    0.218240    0.217421    0.141112    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  69.000000    1.000000    0.730000  -37.380000   56.630000    0.000000    0.044703    0.075301    0.077494    0.219169    0.286067    0.241404    0.123338    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  69.000000    1.000000    2.850000   52.690000   56.100000    0.000000    0.044436    0.074887    0.077083    0.217860    0.284555    0.240218    0.122812    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  70.000000    1.000000   52.520000   57.830000   58.120000    0.000000    0.060704    0.099522    0.102915    0.228327    0.317504    0.306638    0.202164    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  77.000000    1.000000   56.640000   56.320000   56.090000    0.000000    0.068181    0.107839    0.119302    0.260003    0.350066    0.341784    0.241759    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  84.000000    1.000000   51.530000  -53.680000   53.450000    0.000000    0.052793    0.094059    0.089558    0.240016    0.340888    0.336629    0.235605    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  92.000000    1.000000    8.550000 -243.360000   47.170000    0.000000    0.032196    0.074308    0.047939    0.232417    0.304941    0.281580    0.167201    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  96.000000    1.000000   24.150000  241.710000   45.260000    0.000000    0.038325    0.081041    0.059425    0.250378    0.313257    0.272721    0.148794    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  96.000000    1.000000   27.240000  -55.930000   46.950000    0.000000    0.034582    0.075598    0.055877    0.237735    0.301524    0.263249    0.144831    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
  97.000000    1.000000   32.740000 -243.490000   44.600000    0.000000    0.024326    0.065849    0.031658    0.277711    0.309345    0.230385    0.097102    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 103.000000    1.000000   15.920000  238.160000   43.010000    0.000000    0.028307    0.061162    0.041731    0.205085    0.267464    0.248867    0.153257    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 103.000000    1.000000   19.070000  -55.800000   43.940000    0.000000    0.026332    0.057687    0.039900    0.195711    0.258299    0.241016    0.148950    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 106.000000    1.000000   28.590000   53.130000   43.830000    0.000000    0.029154    0.079890    0.043931    0.264689    0.311314    0.254905    0.125543    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 107.000000    1.000000   43.770000  242.070000   40.830000    0.000000    0.030218    0.073316    0.043472    0.258308    0.309277    0.260215    0.134013    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 107.000000    1.000000   46.770000  -52.840000   44.250000    0.000000    0.026249    0.070005    0.041501    0.247429    0.299931    0.253670    0.134036    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 109.000000    1.000000   53.030000  243.830000   39.930000    0.000000    0.026135    0.067508    0.035101    0.285859    0.323838    0.245507    0.107381    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 109.000000    1.000000   53.610000 -247.140000   39.880000    0.000000    0.025800    0.067186    0.034806    0.285168    0.322965    0.244630    0.106912    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 110.000000    1.000000   10.260000  -55.550000   41.100000    0.000000    0.028663    0.079496    0.041002    0.294034    0.338621    0.272204    0.129456    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 112.000000    1.000000   24.060000  238.560000   39.750000    0.000000    0.032472    0.076906    0.047664    0.264800    0.331728    0.294621    0.166608    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 112.000000    1.000000   27.340000  -54.470000   41.160000    0.000000    0.028932    0.070808    0.044327    0.249775    0.317202    0.282275    0.160134    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 113.000000    1.000000   32.640000 -243.140000   38.830000    0.000000    0.021908    0.058293    0.026979    0.282963    0.313164    0.237734    0.103084    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 114.000000    1.000000   37.980000  239.490000   38.650000    0.000000    0.027838    0.076440    0.038024    0.342533    0.361153    0.239844    0.085507    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 114.000000    1.000000   41.190000  -52.650000   41.390000    0.000000    0.023463    0.071440    0.035659    0.326563    0.347204    0.230238    0.085182    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 115.000000    1.000000   17.150000 -241.290000   38.550000    0.000000    0.029998    0.076116    0.043051    0.296030    0.339736    0.266836    0.123983    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 115.000000    1.000000   20.680000   52.120000   40.590000    0.000000    0.026762    0.070685    0.039855    0.283614    0.327768    0.256662    0.118964    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 118.000000    1.000000   49.390000 -247.050000   36.930000    0.000000    0.027328    0.078755    0.037373    0.363708    0.383417    0.263813    0.100211    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 118.000000    1.000000   52.520000   46.820000   42.380000    0.000000    0.025338    0.082790    0.040205    0.367692    0.389590    0.271215    0.111739    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 125.000000    1.000000   56.650000   44.080000   41.190000    0.000000    0.052706    0.125688    0.091067    0.458845    0.458177    0.284773    0.109772    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 141.000000    1.000000   52.820000  241.770000   30.980000    0.000000    0.052745    0.114688    0.083459    0.435020    0.392537    0.192869    0.053624    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 142.000000    1.000000   10.070000  -54.330000   32.380000    0.000000    0.041368    0.096712    0.064114    0.351871    0.329606    0.168012    0.045829    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 143.000000    1.000000   47.840000   43.120000   36.020000    0.000000    0.057498    0.128276    0.094988    0.477507    0.414277    0.201601    0.064557    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 149.000000    1.000000    0.920000  -12.190000   30.860000    0.000000    0.024539    0.081170    0.030740    0.393110    0.326747    0.155095    0.040886    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 154.000000    1.000000   25.590000 -240.460000   29.340000    0.000000    0.020316    0.070732    0.021912    0.496519    0.373244    0.170102    0.045871    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
 154.000000    1.000000   28.970000   44.600000   32.520000    0.000000    0.015776    0.060842    0.017866    0.469533    0.349895    0.154250    0.040431    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
