#PARAMETERS time gamma_time xlai xhc rpl xkab scen xkw xkm xleafn xs1 xs2 xs3 xs4 lad sd-gamma_time sd-xlai sd-xhc sd-rpl sd-xkab sd-scen sd-xkw sd-xkm sd-xleafn sd-xs1 sd-xs2 sd-xs3 sd-xs4 sd-lad
   1.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
   2.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
   3.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
   4.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
   5.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
   6.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
   7.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
   8.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
   9.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
  10.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
  11.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
  12.000000    2.000000    0.990000    5.000000    0.010000    0.990000    0.001000    0.990000    0.350000    1.500000    1.000000    0.010000    0.000000    0.000000    5.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
